what,333
we,320
this,307
was,287
me,274
but,270
are,270
your,266
its,255
im,245
captain,245
no,218
know,199
all,199
dont,193
about,192
if,188
my,183
him,180
can,169
there,161
like,160
youre,158
will,156
his,155
worf,147
they,146
just,143
were,140
how,139
so,138
an,130
been,130
very,129
mother,128
would,127
something,123
think,122
here,122
why,120
them,119
yes,118
her,114
time,111
now,109
when,107
data,106
she,100
right,100
did,99
could,97
some,97
one,96
our,96
geordi,95
has,94
well,94
sir,93
want,92
feel,90
us,89
see,89
hes,89
more,87
going,82
way,81
thats,77
out,77
tell,75
get,74
sure,72
nonspeaking,70
ive,69
might,68
or,68
help,66
computer,66
who,66
go,65
may,64
cant,63
sense,63
should,61
happened,61
come,60
their,60
ship,60
talk,59
only,58
maybe,58
had,58
good,57
take,57
commander,56
anything,56
understand,56
much,55
up,55
make,55
people,54
any,54
youve,53
never,53
must,53
theres,52
id,52
then,52
didnt,51
say,50
believe,50
two,48
over,48
other,47
back,47
nothing,46
need,46
find,45
than,45
remember,45
doing,45
voice,44
still,44
ill,44
life,43
little,43
nd,42
father,42
even,42
really,41
where,41
please,41
great,41
felt,41
ensign,41
am,40
whats,40
thought,40
too,39
enterprise,38
picard,38
mean,37
perhaps,37
mind,37
said,37
before,37
things,37
first,37
man,37
into,36
wrong,36
years,36
lieutenant,34
wesley,34
wont,34
being,34
down,34
course,34
yourself,34
isnt,34
someone,34
long,33
last,33
away,33
theyre,33
part,32
wanted,32
feelings,32
because,32
let,31
through,31
real,30
troi,30
feeling,30
doctor,30
both,30
again,30
look,30
stop,30
human,29
thank,29
does,29
own,29
counselor,29
else,29
supernumeraries,28
shes,28
emotions,28
trying,27
alexander,27
wil,27
give,27
better,27
another,27
same,26
thing,26
able,26
weve,26
those,26
seem,26
kind,26
almost,26
many,26
beverly,26
fine,26
these,25
most,25
doesnt,25
seems,25
ask,24
ever,24
new,24
left,24
pain,24
quarters,23
three,23
leave,23
each,23
knew,23
youd,23
after,23
try,23
friends,23
sorry,23
hello,23
quite,23
which,23
put,22
mister,22
crew,22
klingon,22
love,22
sometimes,22
unusual,21
holodeck,21
room,21
bridge,21
alone,21
experience,21
security,21
also,20
deal,20
talking,20
important,20
true,20
lot,20
done,20
angry,20
clara,20
hard,19
riker,19
difficult,19
saw,19
thinking,19
got,19
night,19
best,19
few,19
work,19
obrien,19
moment,19
exactly,18
planet,18
possible,18
reason,18
cannot,18
dream,18
lets,18
happen,18
officer,18
betazoid,18
afraid,18
looking,18
sensing,17
while,17
actually,17
always,17
wasnt,17
wait,17
ships,17
everything,17
different,17
place,17
arent,17
needs,17
guinan,17
jeremy,17
every,16
transporter,16
certain,16
presence,16
yet,16
several,16
federation,16
sensed,16
chance,16
enough,16
coming,16
forward,16
ago,16
next,16
wonderful,16
oh,16
whatever,16
together,16
idea,16
came,16
call,16
person,16
used,16
woman,16
under,16
lost,16
meet,16
become,16
isabella,16
alive,15
children,15
gone,15
happy,15
ready,15
having,15
point,15
means,15
read,15
eyes,15
control,15
wants,15
youll,15
without,15
child,15
trust,15
nurse,15
heard,14
fear,14
wish,14
board,14
myself,14
couldnt,14
such,14
five,14
made,14
normal,14
went,14
asked,14
telepathic,14
told,14
romulan,14
feels,13
telling,13
order,13
keep,13
hope,13
learn,13
concerned,13
called,13
havent,13
getting,13
home,13
though,13
contact,13
certainly,13
strong,13
starfleet,13
interesting,13
care,13
mothers,13
everyone,13
seeing,13
power,13
words,13
suggest,13
question,13
parents,12
tasha,12
alien,12
aboard,12
start,12
others,12
accept,12
chocolate,12
happening,12
boy,12
listen,12
fact,12
wouldnt,12
found,12
until,12
death,12
day,12
four,12
command,12
glad,12
memory,12
mission,12
less,12
reg,12
emotional,12
chief,11
deanna,11
along,11
spend,11
officers,11
hear,11
use,11
times,11
close,11
anger,11
somehow,11
allow,11
past,11
empathic,11
around,11
end,11
off,11
strange,11
hold,11
earth,11
medical,11
okay,11
days,11
behind,10
truth,10
live,10
suddenly,10
sounds,10
correct,10
necessary,10
rather,10
stay,10
situation,10
word,10
late,10
seen,10
probably,10
since,10
trouble,10
seemed,10
answer,10
beam,10
doubt,10
betazed,10
nacelle,10
lose,10
young,10
himself,10
ways,10
once,10
rest,10
later,10
bad,10
died,10
known,10
inside,10
risk,10
danger,10
anyone,10
today,10
ian,10
romulans,10
members,10
ambassador,10
timothy,10
lal,9
entire,9
parent,9
half,9
longer,9
force,9
open,9
accident,9
second,9
sickbay,9
explain,9
ten,9
orders,9
honor,9
saying,9
supposed,9
taking,9
system,9
show,9
career,9
hurt,9
old,9
appointment,9
sort,9
whos,9
step,9
deck,9
morning,9
sound,9
friend,9
months,9
dead,9
lives,9
set,9
meant,9
soon,9
curious,9
agree,9
class,9
loss,9
war,9
aaron,9
watch,9
tam,9
table,9
world,8
ourselves,8
energy,8
guards,8
crewmembers,8
far,8
program,8
music,8
describe,8
aware,8
least,8
changed,8
itself,8
various,8
draw,8
minds,8
side,8
humans,8
beautiful,8
name,8
office,8
tried,8
shouldnt,8
problem,8
during,8
personnel,8
clearly,8
imagine,8
hell,8
thoughts,8
maques,8
hedril,8
none,8
making,8
responsible,8
cause,8
starship,8
excuse,8
personality,8
frightened,8
process,8
barclay,8
between,8
save,8
god,8
message,8
tal,8
shiar,8
worried,7
decision,7
die,7
bring,7
visit,7
prepared,7
possibility,7
hours,7
crusher,7
whether,7
sit,7
wife,7
loved,7
girl,7
killed,7
common,7
instance,7
role,7
worry,7
theyve,7
deception,7
intense,7
whole,7
often,7
touch,7
toward,7
vessel,7
born,7
dark,7
personal,7
upset,7
job,7
involved,7
engineering,7
ability,7
already,7
working,7
face,7
waiting,7
taken,7
space,7
stress,7
lead,7
admit,7
clear,7
calling,7
kept,7
position,7
attractive,7
information,7
living,7
knows,7
shuttle,7
simply,7
empath,7
alright,7
plan,7
thousand,7
terrified,7
family,7
join,7
hand,7
son,7
started,7
com,7
given,7
fantasy,7
play,6
change,6
jeanluc,6
separate,6
men,6
search,6
duty,6
seven,6
moon,6
looked,6
minutes,6
proceed,6
relationship,6
game,6
easy,6
pleasure,6
hot,6
return,6
hit,6
city,6
figure,6
ferengi,6
matter,6
avoid,6
terrible,6
joy,6
case,6
dreams,6
safe,6
six,6
fathers,6
recently,6
abilities,6
suppose,6
experienced,6
hair,6
familiar,6
suggests,6
holding,6
access,6
took,6
service,6
created,6
honest,6
established,6
admiral,6
outside,6
physical,6
believes,6
hiding,6
wonder,6
track,6
learned,6
john,6
telepathically,6
protect,6
evidence,6
hurting,6
move,6
bonding,6
especially,6
trip,6
eventually,6
except,6
lutan,6
simple,6
easily,6
reports,6
realize,6
speak,6
injured,6
field,6
harm,6
hundred,6
reach,6
thanks,6
species,6
leader,6
sent,6
story,6
walk,6
impossible,6
emotion,6
datas,6
nice,6
cosmic,6
perfectly,6
ral,6
sleep,6
themselves,5
asking,5
consciousness,5
male,5
women,5
survivors,5
female,5
mistress,5
beata,5
brought,5
wishes,5
immediately,5
freighter,5
using,5
business,5
calm,5
full,5
yours,5
somethings,5
reception,5
confused,5
takes,5
aye,5
welcome,5
stayed,5
proud,5
door,5
married,5
quantum,5
talked,5
klingons,5
imagination,5
continue,5
images,5
acting,5
instinct,5
source,5
promise,5
overwhelming,5
records,5
shock,5
highly,5
lovely,5
station,5
powerful,5
cold,5
frightening,5
further,5
beyond,5
consider,5
careful,5
satisfaction,5
definitely,5
met,5
natural,5
patients,5
neural,5
becomes,5
fault,5
fair,5
weeks,5
tube,5
helpful,5
kwans,5
looks,5
behavior,5
fire,5
head,5
kwan,5
shell,5
thousands,5
served,5
itll,5
completely,5
record,5
plasma,5
hadnt,5
negotiate,5
gives,5
break,5
share,5
stopped,5
communicate,5
metaconscious,5
psyche,5
trauma,5
provide,5
forgive,5
run,5
cancel,5
decide,5
bit,5
balance,5
healthy,5
wedding,5
absolutely,5
imzadi,5
high,5
dangerous,5
image,5
kill,5
sector,5
similar,5
bed,5
choice,5
keiko,5
ro,5
arm,5
instant,5
essex,5
discuss,5
lower,5
trapped,5
escape,5
questions,5
carry,5
hearing,5
strength,5
comes,5
usually,5
tired,5
academy,5
entity,5
destroy,5
serious,5
earned,5
condition,5
send,5
choose,5
ogawa,5
la,5
forge,5
tomorrow,5
lying,5
borg,5
patient,5
level,5
future,5
perfect,5
roga,5
says,5
quickly,5
council,5
incident,5
expect,5
cream,5
opportunity,5
handle,5
hide,5
captains,5
beginning,5
helping,5
week,5
powers,5
available,5
attack,5
pretty,5
health,5
personalities,5
