sir,246
me,127
what,123
but,117
we,111
this,110
know,110
its,106
dont,104
im,96
was,96
captain,93
just,87
my,86
about,73
are,68
yes,66
all,63
no,61
if,60
think,58
like,56
mom,54
can,53
one,52
how,51
so,49
could,48
there,47
an,46
were,45
well,44
they,44
get,42
going,42
aye,40
ive,40
data,39
youre,39
right,39
commander,39
us,37
time,36
him,36
here,36
warp,35
your,34
been,34
when,33
why,32
thats,32
some,31
too,31
theres,31
want,31
didnt,31
said,30
out,30
more,30
computer,29
would,29
them,29
cant,29
really,29
got,28
way,28
his,28
up,27
back,27
go,26
something,26
come,25
thought,25
did,24
ship,24
will,24
has,23
now,23
oh,23
course,22
maybe,22
enterprise,22
ill,22
hes,21
any,21
see,21
understand,21
thank,21
only,20
theyre,20
our,20
tell,20
should,20
picard,20
their,20
still,19
okay,19
wrong,19
never,19
people,18
had,18
uh,18
help,18
away,18
little,18
riker,18
doctor,17
two,17
then,17
make,17
thanks,17
sure,17
find,16
whats,16
power,16
who,16
sorry,16
does,16
good,16
even,16
three,15
where,15
say,15
anything,15
than,15
field,15
nothing,15
try,15
her,15
down,15
lot,15
off,14
wesley,14
happened,14
over,14
take,14
hundred,14
hi,14
doing,13
id,13
weve,13
let,13
or,13
point,13
already,13
beam,13
into,13
four,13
things,13
klingon,13
keep,13
five,13
because,12
look,12
may,12
wont,12
guess,12
mean,12
those,12
wanted,12
custodian,12
kind,11
might,11
ensign,11
much,11
transporter,11
able,11
minutes,11
set,11
other,11
done,11
remember,11
game,11
trying,11
worf,11
these,11
obrien,11
working,11
better,11
yeah,11
academy,11
stay,11
pattern,11
crusher,11
first,10
youll,10
thing,10
voice,10
subspace,10
wait,10
feel,10
mister,10
believe,10
very,10
isnt,10
doesnt,10
pretty,10
home,9
asked,9
starfleet,9
almost,9
speed,9
ever,9
need,9
own,9
bridge,9
listen,9
through,9
getting,9
she,9
brain,9
nonspeaking,9
dad,9
father,9
system,9
coming,9
hours,9
team,9
geordi,9
talk,9
run,9
chief,8
used,8
arent,8
another,8
came,8
must,8
heard,8
laid,8
stop,8
havent,8
energy,8
same,8
use,8
every,8
else,8
main,8
fine,8
learn,8
took,8
seconds,8
part,8
program,8
everyone,8
long,8
went,8
left,8
knew,8
either,8
control,8
years,8
approaching,8
anyone,8
tried,8
guinan,8
show,8
everything,8
which,7
around,7
am,7
looks,7
wouldnt,7
couldnt,7
moving,7
seems,7
problem,7
ships,7
talking,7
shuttle,7
shields,7
together,7
yourself,7
give,7
someone,7
happen,7
engineering,7
shes,7
seem,7
later,7
soon,7
heading,7
class,7
impulse,7
myself,7
many,7
message,7
wasnt,7
ahead,7
kilometers,7
signal,7
everybody,7
work,7
before,7
water,7
mother,6
handle,6
sensors,6
eight,6
again,6
inside,6
closer,6
readings,6
supposed,6
found,6
told,6
call,6
mind,6
made,6
minute,6
force,6
hard,6
different,6
possible,6
actually,6
sensor,6
whatever,6
sounds,6
excuse,6
quite,6
mark,6
lieutenant,6
day,6
great,6
while,6
youve,6
hold,6
telling,6
youd,6
always,6
being,6
love,6
security,6
toward,6
klingons,6
yet,6
second,6
next,6
borg,6
yessir,6
ready,6
works,6
neutrino,6
davies,6
nick,6
loop,6
room,6
mordock,6
says,5
using,5
makes,5
finished,5
lets,5
exactly,5
beacon,5
holodeck,5
pulse,5
systems,5
late,5
engine,5
tractor,5
wish,5
lock,5
real,5
friend,5
school,5
seen,5
new,5
friends,5
truth,5
leave,5
coordinates,5
seven,5
gotta,5
sense,5
after,5
itll,5
called,5
best,5
start,5
degrees,5
source,5
forward,5
most,5
age,5
orbit,5
dead,5
mistake,5
dilithium,5
unusual,5
experiment,5
em,5
josh,5
salia,5
harry,5
full,4
move,4
alone,4
acting,4
since,4
officer,4
return,4
quarters,4
please,4
once,4
means,4
gone,4
space,4
twelve,4
beginning,4
six,4
kill,4
quantum,4
worfs,4
ten,4
million,4
within,4
responding,4
under,4
medical,4
follow,4
repulser,4
orders,4
strange,4
tsiolkovsky,4
information,4
reading,4
antimatter,4
low,4
promise,4
controls,4
sit,4
old,4
playing,4
sometimes,4
important,4
studying,4
put,4
glad,4
meet,4
died,4
order,4
started,4
feeling,4
studies,4
goodbye,4
nurse,4
command,4
star,4
sector,4
broken,4
figure,4
lab,4
both,4
without,4
mine,4
saucer,4
alpha,4
beta,4
rest,4
become,4
hed,4
trip,4
bay,4
kids,4
worry,4
advice,4
testing,4
running,4
between,4
enough,4
la,4
forge,4
perfect,4
hear,4
bad,4
starbase,4
worried,4
knows,4
standard,4
present,4
walk,4
somebody,4
crystals,4
shouldnt,4
final,4
days,4
setting,4
test,4
alive,4
frequency,4
dirgo,4
stubbs,4
fault,4
project,4
theory,4
